Date,Open,High,Low,Close,Adj Close,Volume
2014-09-01,359.546204,361.468506,293.333313,306.417480,306.417480,321453039
2014-10-01,306.799957,323.814697,231.159393,270.138153,270.138153,713851645
2014-11-01,270.400818,367.290466,256.009277,304.018494,304.018494,529197492
2014-12-01,304.180939,309.291016,247.081940,264.709808,264.709808,449270420
2015-01-01,264.909882,275.301666,145.483078,192.684753,192.684753,948692912
2015-02-01,192.155777,233.340057,187.856628,227.142212,227.142212,626966409
2015-03-01,227.160095,281.700287,216.410461,227.396652,227.396652,885331103
2015-04-01,227.395721,238.453415,197.530792,210.655670,210.655670,621776864
2015-05-01,210.471893,221.312851,201.368164,210.104050,210.104050,508816650
2015-06-01,210.143295,240.261017,197.923904,236.299286,236.299286,561003891
2015-07-01,236.544510,281.689819,228.341751,259.102478,259.102478,907634516
2015-08-01,259.135254,262.819672,172.367416,204.967926,204.967926,811005500
2015-09-01,205.146118,230.036392,200.829132,211.352844,211.352844,537520944
2015-10-01,211.302704,303.983459,210.015091,285.449738,285.449738,853690666
2015-11-01,286.212067,454.352264,279.893066,357.041077,357.041077,2022155966
2015-12-01,357.129059,428.593384,325.874329,396.616608,396.616608,1921145522
2016-01-01,396.758484,425.647278,325.310730,340.725311,340.725311,1831930711
2016-02-01,341.263977,405.647736,332.067932,402.184143,402.184143,1688785819
2016-03-01,402.386292,404.278625,358.083435,366.290771,366.290771,2096916001
2016-04-01,366.318024,414.789032,364.732025,391.373199,391.373199,1598012163
2016-05-01,391.518127,498.479279,383.783051,477.349976,477.349976,1985649876
2016-06-01,477.099335,689.768616,472.694244,606.555237,606.555237,4224697637
2016-07-01,605.814819,632.939514,553.145264,559.499329,559.499329,3122727638
2016-08-01,559.428589,560.787292,473.686340,515.933289,515.933289,2399862686
2016-09-01,515.999634,560.144287,509.516174,542.324097,542.324097,1789241028
2016-10-01,542.496704,656.044067,542.276978,639.106506,639.106506,1920679437
2016-11-01,639.439270,714.442139,610.731262,704.279358,704.279358,2443472434
2016-12-01,704.614685,938.479248,702.732544,916.715454,916.715454,3381573830
2017-01-01,916.634644,1123.043579,710.630920,898.521301,898.521301,4851773489
2017-02-01,899.019409,1134.584106,889.747131,1116.549927,1116.549927,4025466713
2017-03-01,1116.616211,1213.104126,837.003784,1006.470154,1006.470154,10154603479
2017-04-01,1006.394958,1235.934326,996.422180,1236.029297,1236.029297,9099531579
2017-05-01,1236.405396,2464.957275,1236.632202,2034.353516,2034.353516,30877351655
2017-06-01,2036.062012,2677.448242,1987.926636,2172.174072,2172.174072,39637169833
2017-07-01,2182.470947,2558.241943,1607.246948,2433.017578,2433.017578,28261819183
2017-08-01,2429.598877,3981.546631,2249.696533,3949.773438,3949.773438,53802652528
2017-09-01,3948.404297,4195.867676,2464.965820,3673.137451,3673.137451,46746979050
2017-10-01,3675.118408,5554.017090,3536.648438,5551.797852,5551.797852,49360858847
2017-11-01,5528.255371,9720.145508,4732.066895,8601.109375,8601.109375,119653462294
2017-12-01,8571.692383,17094.111328,8138.558105,11795.034180,11795.034180,346713471304
2018-01-01,11758.207031,14725.972656,7688.519043,8232.200195,8232.200195,342420167796
2018-02-01,8245.248047,9693.985352,4879.596191,8529.861328,8529.861328,185989750455
2018-03-01,8519.278320,9495.456055,5426.148926,5659.873047,5659.873047,157110196151
2018-04-01,5683.840820,7972.284180,5297.354004,7650.095215,7650.095215,160371702465
2018-05-01,7659.135254,8332.915039,6102.134277,6411.301270,6411.301270,166927746352
2018-06-01,6416.887695,6650.849121,4999.064941,5481.468750,5481.468750,111494466082
2018-07-01,5488.042480,7210.707520,5261.893066,6657.345703,6657.345703,121016477123
2018-08-01,6647.591309,6647.022461,5234.090332,6067.402344,6067.402344,114719195176
2018-09-01,6073.635742,6381.291992,5319.002930,5708.814453,5708.814453,111348662701
2018-10-01,5703.894531,6023.188477,5380.277832,5583.194336,5583.194336,103059347935
2018-11-01,5584.010254,5769.176270,3160.732178,3549.296875,3549.296875,139343237432
2018-12-01,3555.654297,3807.377930,2822.041016,3256.927734,3256.927734,148341077378
2019-01-01,3260.419922,3591.637695,2973.738037,3020.302490,3020.302490,146531588809
2019-02-01,3023.147705,3713.912354,2990.340332,3389.312256,3389.312256,175456020434
2019-03-01,3388.581787,3828.884521,3293.708496,3657.865967,3657.865967,263743349657
2019-04-01,3657.873779,5035.355469,3650.339111,4771.259277,4771.259277,396552990588
2019-05-01,4770.998535,8089.799805,4767.233887,7660.288086,7660.288086,647146145789
2019-06-01,7659.696777,12135.598633,6696.885254,9520.881836,9520.881836,597573055784
2019-07-01,9503.080078,11672.978516,8166.900391,9109.954102,9109.954102,602532169298
2019-08-01,9102.560547,10960.326172,8503.275391,8746.569336,8746.569336,479220176064
2019-09-01,8746.504883,9879.585938,7184.267090,7609.142578,7609.142578,436157274728
2019-10-01,7614.512695,9044.483398,6706.743164,8245.560547,8245.560547,537692320568
2019-11-01,8240.547852,8541.590820,6009.605469,6870.143555,6870.143555,612503952949
2019-12-01,6871.945801,6972.960449,5883.722656,6411.460449,6411.460449,570260405263
2020-01-01,6412.612793,8661.303711,6196.514160,8427.623047,8427.623047,768262863970
2020-02-01,8423.862305,9645.508789,7724.584961,7798.025879,7798.025879,1066768819345
2020-03-01,7798.252441,8161.130371,3672.950928,5839.277832,5839.277832,1166405041327
2020-04-01,5838.075684,8689.920898,5677.553711,7911.762695,7911.762695,1063664306808
2020-05-01,7924.763184,9224.347656,7652.442871,8510.137695,8510.137695,1178318046069
2020-06-01,8512.427734,9164.186523,7994.819824,8133.865234,8133.865234,578329717752
2020-07-01,8140.978516,9680.949219,7959.783203,9613.430664,9613.430664,474849362576
2020-08-01,9612.669922,10413.766602,9346.390625,9603.429688,9603.429688,475633882035
2020-08-26,9592.026367,9713.107422,9574.759766,9699.356445,9699.356445,22038687744
