Date,Open,High,Low,Close,Adj Close,Volume
2015-02-01,29.900000,30.719999,29.900000,30.700001,30.700001,1196
2015-03-01,30.745001,32.220001,30.700001,31.379999,31.379999,11571
2015-04-01,31.725000,32.915001,31.000000,30.910000,30.910000,232309
2015-05-01,31.365000,31.799999,30.219999,31.350000,31.350000,6800
2015-06-01,31.559999,31.559999,29.990000,30.240000,30.240000,21230
2015-07-01,30.639999,31.879999,30.535000,31.580000,31.580000,45935
2015-08-01,32.084999,32.084999,28.400000,29.635000,29.635000,129022
2015-09-01,29.035000,29.625000,28.930000,28.750000,28.750000,19077
2015-10-01,29.065001,32.044998,29.065001,31.535000,31.535000,77581
2015-11-01,31.440001,32.674999,31.315001,32.564999,32.564999,103214
2015-12-01,32.599998,32.915001,30.670000,32.044998,32.044998,114845
2016-01-01,31.600000,32.014999,28.500000,31.195000,31.195000,305370
2016-02-01,31.510000,32.279999,29.200001,32.174999,32.174999,732172
2016-03-01,32.650002,33.459999,31.635000,32.240002,32.240002,1301168
2016-04-01,32.005001,33.430000,31.650000,32.049999,32.049999,815843
2016-05-01,32.049999,33.924999,31.840000,33.139999,33.139999,468757
2016-06-01,33.080002,34.980000,31.400000,34.494999,34.494999,1243120
2016-07-01,34.575001,36.235001,34.509998,35.154999,35.154999,2069170
2016-08-01,35.599998,35.764999,33.904999,34.205002,34.205002,876499
2016-09-01,33.959999,34.985001,32.805000,33.980000,33.980000,1039304
2016-10-01,34.564999,34.595001,33.110001,33.645000,33.645000,591948
2016-11-01,34.160000,35.244999,32.689999,34.584999,34.584999,831742
2016-12-01,35.145000,35.994999,33.610001,35.215000,35.215000,797341
2017-01-01,34.755001,35.994999,34.755001,34.900002,34.900002,662950
2017-02-01,34.805000,37.099998,34.634998,36.814999,36.814999,964727
2017-03-01,36.700001,37.900002,35.985001,36.724998,36.724998,382679
2017-04-01,36.820000,37.215000,36.220001,36.365002,36.365002,597476
2017-05-01,36.470001,36.799999,35.355000,36.270000,36.270000,684667
2017-06-01,36.084999,37.544998,35.445000,35.525002,35.525002,426482
2017-07-01,35.595001,36.294998,34.610001,35.029999,35.029999,257718
2017-08-01,34.900002,35.660000,34.259998,35.020000,35.020000,278202
2017-09-01,34.415001,35.560001,34.275002,35.259998,35.259998,889814
2017-10-01,35.150002,36.724998,35.150002,36.365002,36.365002,426115
2017-11-01,36.490002,36.790001,35.779999,36.445000,36.445000,705980
2017-12-01,36.419998,37.134998,36.299999,36.380001,36.380001,249300
2018-01-01,36.380001,37.055000,36.049999,36.080002,36.080002,1079658
2018-02-01,36.305000,36.305000,33.834999,35.480000,35.480000,817859
2018-03-01,35.209999,35.700001,33.980000,34.985001,34.985001,314334
2018-04-01,34.985001,35.935001,34.470001,35.910000,35.910000,291587
2018-05-01,35.910000,37.310001,35.334999,37.060001,37.060001,301653
2018-06-01,37.320000,37.919998,36.650002,37.320000,37.320000,193548
2018-07-01,37.099998,38.700001,36.950001,38.244999,38.244999,236853
2018-08-01,38.575001,40.080002,37.830002,39.105000,39.105000,264930
2018-09-01,39.264999,39.650002,38.724998,39.599998,39.599998,200671
2018-10-01,39.830002,40.105000,37.509998,38.794998,38.794998,974326
2018-11-01,38.715000,40.080002,38.205002,39.639999,39.639999,614482
2018-12-01,40.099998,40.285000,36.334999,37.119999,37.119999,1367883
2019-01-01,37.119999,39.134998,36.500000,39.134998,39.134998,1323975
2019-02-01,39.209999,41.000000,39.060001,40.570000,40.570000,949051
2019-03-01,40.785000,42.009998,40.544998,41.910000,41.910000,877685
2019-04-01,42.150002,42.540001,41.500000,42.430000,42.430000,774168
2019-05-01,42.430000,43.000000,41.415001,42.235001,42.235001,1398172
2019-06-01,42.365002,44.259998,42.130001,43.325001,43.325001,745123
2019-07-01,44.169998,45.270000,43.650002,44.900002,44.900002,941419
2019-08-01,44.840000,46.009998,43.325001,45.834999,45.834999,740646
2019-09-01,45.825001,47.020000,45.494999,46.755001,46.755001,825098
2019-10-01,47.035000,47.035000,45.389999,45.980000,45.980000,1116725
2019-11-01,46.230000,47.185001,45.834999,46.875000,46.875000,677012
2019-12-01,46.875000,48.130001,46.005001,46.674999,46.674999,483647
2020-01-01,46.674999,49.474998,46.674999,48.320000,48.320000,838940
2020-02-01,48.250000,51.009998,43.889999,44.369999,44.369999,1366929
2020-03-01,45.575001,46.805000,36.889999,40.855000,40.855000,1172232
2020-04-01,40.000000,44.970001,39.119999,43.555000,43.555000,646798
2020-05-01,43.555000,44.305000,42.165001,43.680000,43.680000,776056
2020-06-01,44.165001,44.669998,41.910000,42.895000,42.895000,870279
2020-07-01,43.314999,44.400002,42.435001,42.520000,42.520000,490989
2020-08-01,42.959999,43.735001,42.794998,43.365002,43.365002,390384
